,model,input_shape,output_shape,architectures,task,dataset,#labels,labels,task_specific_params,problem_type,finetuning_task,label
118,M47Labs/spanish_news_classification_headlines_untrained,,768,BertForSequenceClassification,,,10,"['ciencia_tecnologia', 'clickbait', 'cultura', 'deportes', 'economia', 'educacion', 'medio_ambiente', 'opinion', 'politica', 'sociedad']",,,
119,kyleinincubated/autonlp-cat333-624217911,,768,BertForSequenceClassification,,,29,"['互联网服务', '交通运输', '休闲服务', '传媒', '信息技术', '公用事业', '农业', '化工制造', '医药生物', '商业贸易', '建筑业', '房地产', '教育', '文化', '有色金属', '林业', '汽车制造', '渔业', '电子制造', '电气设备', '畜牧业', '纺织服装制造', '轻工制造', '通信', '采矿业', '钢铁', '银行', '非银金融', '食品饮料']",,single_label_classification,
120,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
121,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,,768,BertForSequenceClassification,,,25,"['ابتهال', 'اعتذار', 'الاناشيد', 'المعلقات', 'جود', 'حزينه', 'حكمة', 'دينية', 'ذم', 'رثاء', 'رحمة', 'رومنسيه', 'سياسية', 'شوق', 'صبر', 'عامه', 'عتاب', 'عدل', 'غزل', 'فراق', 'قصيره', 'مدح', 'نصيحة', 'هجاء', 'وطنيه']",,single_label_classification,
122,cointegrated/roberta-base-formality,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
123,Jeevesh8/feather_berts_92,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
124,boychaboy/MNLI_roberta-base,,768,RobertaForSequenceClassification,,,3,"['entailment', 'neutral', 'contradiction']",,,mnli
125,fabriceyhc/bert-base-uncased-imdb,,768,BertForSequenceClassification,,,2,"['neg', 'pos']",,single_label_classification,
126,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,,768,RobertaForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,single_label_classification,
127,elozano/tweet_offensive_eval,,768,RobertaForSequenceClassification,,,2,"['Non-Offensive', 'Offensive']",,single_label_classification,
128,mrm8488/electricidad-base-finetuned-pawsx-es,,768,ElectraForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
129,Raychanan/COVID_RandomOver,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
130,joebobby/finetuning-sentiment-model-5000-samples3,,768,BertForSequenceClassification,,,5,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4']",,single_label_classification,
131,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,,768,ElectraForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
132,fgaim/tiroberta-geezswitch,,768,RobertaForSequenceClassification,,,5,"['Amharic', 'Blin', ""Ge'ez"", 'Tigre', 'Tigrinya']",,single_label_classification,
133,AnonymousSub/dummy_2,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
134,nickmuchi/facebook-data2vec-finetuned-finance-classification,,768,Data2VecTextForSequenceClassification,,,3,"['bearish', 'neutral', 'bullish']",,single_label_classification,
135,mrm8488/codebert-base-finetuned-detect-insecure-code,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
136,crcb/isear_bert,,768,RobertaForSequenceClassification,,,7,"['anger', 'disgust', 'fear', 'guilt', 'joy', 'sadness', 'shame']",,single_label_classification,
137,connectivity/cola_6ep_ft-33,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,cola
138,connectivity/cola_6ep_ft-22,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,cola
139,ncduy/roberta-imdb-sentiment-analysis,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
140,vesteinn/XLMR-ENIS-finetuned-cola,,768,XLMRobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
141,isakbos/Q8BERT_COLA_L_512,,768,QuantizedBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
142,Jeevesh8/bert_ft_qqp-40,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
143,IMSyPP/hate_speech_it,,768,BertForSequenceClassification,,,4,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3']",,,
144,anirudh21/bert-base-uncased-finetuned-qnli,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
145,Jeevesh8/6ep_bert_ft_cola-47,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
146,saattrupdan/job-listing-relevance-model,,768,XLMRobertaForSequenceClassification,,,1,['LABEL_0'],,,
147,connectivity/cola_6ep_ft-10,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,cola
148,ChrisUPM/BioBERT_Re_trained,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,sst-2
149,Alassea/glue_sst_classifier,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
150,Jeevesh8/lecun_feather_berts-8,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
151,Jeevesh8/lecun_feather_berts-7,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
152,IMSyPP/hate_speech_nl,,768,BertForSequenceClassification,,,4,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3']",,single_label_classification,
153,morenolq/SumTO_FNS2020,,768,BertForSequenceClassification,,,1,['LABEL_0'],,,
154,navteca/quora-roberta-base,,768,RobertaForSequenceClassification,,,1,['LABEL_0'],,,
155,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,,768,BertForSequenceClassification,,,2,"['NORMAL', 'ABUSIVE']",,,
156,matthewburke/korean_sentiment,,768,ElectraForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
157,korca/bae-roberta-base-boolq,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
158,adamlin/text-cls,,768,BertForSequenceClassification,,,14,"['体育', '时尚', '娱乐', '教育', '财经', '时政', '彩票', '家居', '房产', '游戏', '科技', '社会', '股票', '星座']",,single_label_classification,
159,cross-encoder/quora-roberta-base,,768,RobertaForSequenceClassification,,,1,['LABEL_0'],,,
160,anvay/finetuning-cardiffnlp-sentiment-model,,768,RobertaForSequenceClassification,,,3,"['Negative', 'Neutral', 'Positive']",,single_label_classification,
161,vinai/bertweet-covid19-base-cased,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
162,vinai/bertweet-covid19-base-uncased,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
163,cardiffnlp/bertweet-base-stance-climate,,768,RobertaForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
